retry_pass,model,model_label,job_id,trace_id,status,reward,error
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,760f6ca0-1bac-4f6c-9a7b-f6b5d42f2def,error,0.0,"504 Gateway Time-out. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Time-out'}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,33cd7f50-2c4a-4496-ba60-f9997ba1b45d,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,122c61e3-7ee3-40dd-83ac-34e322225e5e,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,dd94b1d0-9fec-443a-96c5-970911912b4e,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,cf825bf1-5331-4d5a-a51d-d56741761260,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,5408b036-8ffd-4dad-8b86-157accc615cf,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,2b5eb1e3-92a6-4c55-a8d0-0c170d55191d,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,605e6a47-6b13-40ca-bb4b-b3a8018131fc,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,5307ccc0-a78a-4585-bb8a-2629d9a6ca28,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,c2e54650-4233-462b-ae0d-e47d0b6baca5,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,d2af3259-4ea7-45f4-9df8-2ef1e6c598a2,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,70036bb0-ff34-439b-bbc4-319374296148,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,f89e1209-a065-41a4-95b5-a64de51152a1,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,8bdc0f15-e58d-4ec9-b9d3-58d4b0e2544b,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,48cc3988-3d59-4f9f-99cb-01a25b1443c0,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,0c0337c4-e809-4209-b168-e182b55af985,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,42618ff3-803a-42d5-b8b3-7016601fe690,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,c1db8287-751e-4999-b22d-d2d0d0b5217b,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,8396d666-f47c-489c-be60-8418a560673e,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,e3ec13bd-289a-4805-8cba-ea3d6c9b6e83,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,bf582ce6-4e9c-4af4-b41d-ba516d1596b4,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,15e791ad-67e5-492f-903b-e03ec58c97c1,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,f2017fd0-a0db-457b-b3b8-fcd1e52316bd,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,07690cd4-e7d7-49b5-90bd-833625e119b8,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}"
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,204b3105-8b61-40e3-8574-91ffaea706ae,completed,0.0,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,89e4715c-bf2a-4815-a5d3-a6a3484633b1,completed,0.5660828025477707,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,f2fbe613-5332-4cb2-a1a1-7861052c2b9e,completed,0.0,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,eb234f07-4cba-4552-be49-64fe31481ae4,error,0.0,"<html>
<head><title>504 Gateway Time-out</title></head>
<body>
<center><h1>504 Gateway Time-out</h1></center>
</body>
</html>"
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,6b5eac15-d8df-43ec-959d-9775b58afe6d,completed,0.8482932996207333,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,47dcc5db-7a1d-4da6-b0ce-671f6e311a91,completed,0.0,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,8b0708f3-fdb2-45b4-b245-5481e22dcb61,completed,0.9450292397660819,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,e14183f2-4371-45fe-af3e-b810936e0d8f,completed,0.6856106408706166,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,d54259fe-5fc3-42a4-ac1d-5ec5c6d841fc,completed,0.381109022556391,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,eb64bdb4-288a-41f8-bea5-9e098fafaff8,completed,0.8994350282485876,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,e52d2842-32a3-4304-b7a2-94d4c26eb62c,completed,0.07894736842105263,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,ca9a1b1d-841e-4c76-bb83-55c6ba3af307,completed,0.0,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,c20634a7-255e-41af-8029-0922ccef09de,completed,0.4262295081967213,
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,83518c1a-11d0-46cd-b218-2c032a654ffe,completed,0.0,
first_retry,gpt-5.4-mini,GPT-5.4 mini,418eac38-d4ee-4916-8854-270e844626d6,90747d56-dd0e-4f2d-ab4d-bfe0d409d242,completed,0.08288667687595712,
first_retry,gpt-4o,GPT-4o,cb1307c0-5117-43ab-81e2-179910f90711,e7ebd431-1f22-4104-a49b-1293c9ca95f6,completed,0.003048780487804878,
first_retry,gpt-5,GPT-5,6326a0df-0293-44ec-bd34-4b3cd4f39774,8a471d61-bf9b-4de2-96ae-56bdc8d7feb4,completed,0.1289983164983165,
second_retry_active,gemini-3.1-pro-preview,Gemini 3.1 Pro,884f6899-ad6f-4ea6-a8b3-948528d3de4f,63bcc6a5-f6d4-4c24-a621-49380319ce44,running,0.0,
second_retry_active,gemini-3.1-pro-preview,Gemini 3.1 Pro,884f6899-ad6f-4ea6-a8b3-948528d3de4f,35da19b0-0515-4735-9195-92d68de272c2,running,0.0,
second_retry_active,gemini-3.1-pro-preview,Gemini 3.1 Pro,884f6899-ad6f-4ea6-a8b3-948528d3de4f,7797b572-781e-4079-bf97-77992e634351,running,0.0,
second_retry_active,gpt-5.5,GPT-5.5,5dc63e61-0eae-452b-b1b0-5dc74e341f0d,b6baddfc-b731-4cdd-9c13-2041cf15d685,running,0.0,
