retry_pass,model,model_label,job_id,trace_id,status,reward,error,eval_score,eval_status,eval_error,subscores_json,setup_prompt_chars,agent_text_chars,submit_calls,submitted_answer_chars,question_id,question_index,task
first_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,3b6fb416-2a59-4e0d-84f6-b2b8b810475e,07690cd4-e7d7-49b5-90bd-833625e119b8,error,0.0,"503 upstream_overloaded. {'error': {'code': 503, 'message': ""no healthy keys for provider 'gemini'"", 'status': 'upstream_overloaded'}}",,,,,1393,,,,DBEVAL-V0-090,90,RNAFold
first_retry,gpt-4o,GPT-4o,cb1307c0-5117-43ab-81e2-179910f90711,e7ebd431-1f22-4104-a49b-1293c9ca95f6,completed,0.0030487804878048,,0.003048780487804878,scored,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.003048780487804878, ""coordinate_coverage"": 0.036585365853658534, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 3, ""lddt_missing_contacts"": 899, ""lddt_reference_contacts"": 902, ""structure_validity"": 1.0}",1642,42.0,2.0,2058.0,DBEVAL-V0-047,47,KomodoProteinFold
first_retry,gpt-5,GPT-5,6326a0df-0293-44ec-bd34-4b3cd4f39774,8a471d61-bf9b-4de2-96ae-56bdc8d7feb4,completed,0.1289983164983165,,0.1289983164983165,scored,,"{""backbone_atom_completeness"": 1.0, ""ca_lddt"": 0.1289983164983165, ""coordinate_coverage"": 1.0, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 1188, ""lddt_missing_contacts"": 0, ""lddt_reference_contacts"": 1188, ""structure_validity"": 1.0}",1643,,2.0,53206.0,DBEVAL-V0-054,54,KomodoProteinFold
first_retry,gpt-5.4-mini,GPT-5.4 mini,418eac38-d4ee-4916-8854-270e844626d6,90747d56-dd0e-4f2d-ab4d-bfe0d409d242,completed,0.0828866768759571,,0.08288667687595712,scored,,"{""backbone_atom_completeness"": 0.9761904761904762, ""ca_lddt"": 0.08288667687595712, ""coordinate_coverage"": 0.573170731707317, ""lddt_distance_cutoff_angstrom"": 15.0, ""lddt_evaluated_contacts"": 618, ""lddt_missing_contacts"": 688, ""lddt_reference_contacts"": 1306, ""structure_validity"": 1.0}",1642,,2.0,102940.0,DBEVAL-V0-057,57,KomodoProteinFold
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,f2fbe613-5332-4cb2-a1a1-7861052c2b9e,completed,0.0,,0.0,scored,,"{""intron_boundary_score"": 0.043478260869565216, ""intron_count_accuracy"": 0.0, ""intron_interval_f1_at_iou_0_8"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""spliced_sequence_levenshtein_similarity"": 0.0}",2266,,2.0,122.0,DBEVAL-V0-001,1,AnoleGeneParse
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,8b0708f3-fdb2-45b4-b245-5481e22dcb61,completed,0.945029239766082,,0.9450292397660819,scored,,"{""intron_boundary_score"": 0.011834319526627219, ""intron_count_accuracy"": 0.0, ""intron_interval_f1_at_iou_0_8"": 0.5, ""precision"": 0.3333333333333333, ""recall"": 1.0, ""spliced_sequence_levenshtein_similarity"": 0.9450292397660819}",2634,,2.0,176.0,DBEVAL-V0-003,3,AnoleGeneParse
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,204b3105-8b61-40e3-8574-91ffaea706ae,completed,0.0,,0.0,scored,,"{""intron_boundary_score"": 0.6666666666666666, ""intron_count_accuracy"": 0.0, ""intron_interval_f1_at_iou_0_8"": 0.4, ""precision"": 0.25, ""recall"": 1.0, ""spliced_sequence_levenshtein_similarity"": 0.0}",2809,,2.0,226.0,DBEVAL-V0-004,4,AnoleGeneParse
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,e14183f2-4371-45fe-af3e-b810936e0d8f,completed,0.6856106408706166,,0.6856106408706166,scored,,"{""intron_boundary_score"": 0.005571030640668524, ""intron_count_accuracy"": 0.5, ""intron_interval_f1_at_iou_0_8"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""spliced_sequence_levenshtein_similarity"": 0.6856106408706166}",2724,,2.0,172.0,DBEVAL-V0-007,7,AnoleGeneParse
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,89e4715c-bf2a-4815-a5d3-a6a3484633b1,completed,0.5660828025477707,,0.5660828025477707,scored,,"{""intron_boundary_score"": 0.0028368794326241137, ""intron_count_accuracy"": 1.0, ""intron_interval_f1_at_iou_0_8"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""spliced_sequence_levenshtein_similarity"": 0.5660828025477707}",2929,,2.0,124.0,DBEVAL-V0-008,8,AnoleGeneParse
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,47dcc5db-7a1d-4da6-b0ce-671f6e311a91,completed,0.0,,0.0,scored,,"{""intron_boundary_score"": 0.2857142857142857, ""intron_count_accuracy"": 0.0, ""intron_interval_f1_at_iou_0_8"": 0.6666666666666666, ""precision"": 0.5, ""recall"": 1.0, ""spliced_sequence_levenshtein_similarity"": 0.0}",3101,,2.0,224.0,DBEVAL-V0-009,9,AnoleGeneParse
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,6b5eac15-d8df-43ec-959d-9775b58afe6d,completed,0.8482932996207333,,0.8482932996207333,scored,,"{""intron_boundary_score"": 0.0021482277121374865, ""intron_count_accuracy"": 1.0, ""intron_interval_f1_at_iou_0_8"": 0.5, ""precision"": 0.5, ""recall"": 0.5, ""spliced_sequence_levenshtein_similarity"": 0.8482932996207333}",3332,,2.0,128.0,DBEVAL-V0-010,10,AnoleGeneParse
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,eb234f07-4cba-4552-be49-64fe31481ae4,error,0.0,"<html>
<head><title>504 Gateway Time-out</title></head>
<body>
<center><h1>504 Gateway Time-out</h1></center>
</body>
</html>",,,,,3503,,,,DBEVAL-V0-013,13,AnoleGeneParse
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,eb64bdb4-288a-41f8-bea5-9e098fafaff8,completed,0.8994350282485876,,0.8994350282485876,scored,,"{""intron_boundary_score"": 0.0014641288433382138, ""intron_count_accuracy"": 0.33333333333333337, ""intron_interval_f1_at_iou_0_8"": 0.0, ""precision"": 0.0, ""recall"": 0.0, ""spliced_sequence_levenshtein_similarity"": 0.8994350282485876}",3844,,2.0,76.0,DBEVAL-V0-015,15,AnoleGeneParse
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,d54259fe-5fc3-42a4-ac1d-5ec5c6d841fc,completed,0.381109022556391,,0.381109022556391,scored,,"{""intron_boundary_score"": 0.006019563581640331, ""intron_count_accuracy"": 1.0, ""intron_interval_f1_at_iou_0_8"": 0.5, ""precision"": 0.5, ""recall"": 0.5, ""spliced_sequence_levenshtein_similarity"": 0.381109022556391}",3960,,2.0,224.0,DBEVAL-V0-019,19,AnoleGeneParse
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,e52d2842-32a3-4304-b7a2-94d4c26eb62c,completed,0.0789473684210526,,0.07894736842105263,scored,,"{""base_pair_f1"": 0.07894736842105263, ""base_pair_precision"": 0.07692307692307693, ""base_pair_recall"": 0.08108108108108109, ""exact_dot_bracket_match"": 0.0}",1361,,2.0,332.0,DBEVAL-V0-084,84,RNAFold
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,ca9a1b1d-841e-4c76-bb83-55c6ba3af307,completed,0.0,,0.0,invalid_answer,,{},1357,,2.0,328.0,DBEVAL-V0-094,94,RNAFold
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,c20634a7-255e-41af-8029-0922ccef09de,completed,0.4262295081967213,,0.4262295081967213,scored,,"{""base_pair_f1"": 0.4262295081967213, ""base_pair_precision"": 0.41935483870967744, ""base_pair_recall"": 0.43333333333333335, ""exact_dot_bracket_match"": 0.0}",1301,,2.0,216.0,DBEVAL-V0-095,95,RNAFold
first_retry,gpt-5.5,GPT-5.5,b795fe7a-4d40-4948-989a-9577dfd331e0,83518c1a-11d0-46cd-b218-2c032a654ffe,completed,0.0,,0.0,scored,,"{""base_pair_f1"": 0.0, ""base_pair_precision"": 0.0, ""base_pair_recall"": 0.0, ""exact_dot_bracket_match"": 0.0}",1436,,2.0,482.0,DBEVAL-V0-097,97,RNAFold
second_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,884f6899-ad6f-4ea6-a8b3-948528d3de4f,7797b572-781e-4079-bf97-77992e634351,running,0.0,,,,,,1392,,,,DBEVAL-V0-041,41,KomodoProteinFold
second_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,884f6899-ad6f-4ea6-a8b3-948528d3de4f,63bcc6a5-f6d4-4c24-a621-49380319ce44,running,0.0,,,,,,1390,,,,DBEVAL-V0-042,42,KomodoProteinFold
second_retry,gemini-3.1-pro-preview,Gemini 3.1 Pro,884f6899-ad6f-4ea6-a8b3-948528d3de4f,35da19b0-0515-4735-9195-92d68de272c2,running,0.0,,,,,,1389,,,,DBEVAL-V0-043,43,KomodoProteinFold
second_retry,gpt-5.5,GPT-5.5,5dc63e61-0eae-452b-b1b0-5dc74e341f0d,b6baddfc-b731-4cdd-9c13-2041cf15d685,completed,0.5827174530983513,,0.5827174530983513,scored,,"{""intron_boundary_score"": 0.007481296758104739, ""intron_count_accuracy"": 1.0, ""intron_interval_f1_at_iou_0_8"": 0.3333333333333333, ""precision"": 0.3333333333333333, ""recall"": 0.3333333333333333, ""spliced_sequence_levenshtein_similarity"": 0.5827174530983513}",3250,,2.0,178.0,DBEVAL-V0-013,13,AnoleGeneParse
